"trail_info_id","trail_system","trail_subsystem","trail_subsystem_id","trail_name","trail_color","trail_surface","trail_type","trail_difficulty","regional_trail_name","trail_desc","alt_name","cambr_name","on_street","crossing_type","length_mi","off_fpdcc","web_trail","length_ft","segment_type","direction","width","hiking","biking","cross_country","equestrian","dog_leash","no_dogs","geom"
2558,poplar creek,Spring Lake Trails,32,,black,unknown,unpaved,,,,,,no,none,0.024,no,yes,129.18,,,0.0,1,1,1,0,1,0,"LINESTRING (-88.20829987688404 42.132629366770146, -88.20876556308933 42.13255514759324)"
2559,poplar creek,Spring Lake Trails,32,,black,unknown,unpaved,,,,,,no,none,0.008,no,yes,43.04,,,0.0,1,1,1,0,1,0,"LINESTRING (-88.2173895963328 42.136369406990106, -88.21723273645567 42.13638730757941)"
2560,poplar creek,Spring Lake Trails,32,,black,unknown,unpaved,,,,,,no,none,0.024,no,yes,124.76,,,0.0,1,1,1,0,1,0,"LINESTRING (-88.20548691026626 42.09884360778587, -88.20562736242422 42.098772745006755, -88.20575152395946 42.098577514679945)"
2561,poplar creek,Spring Lake Trails,32,,black,unknown,unpaved,,,,,,no,none,0.054,no,yes,284.31,,,0.0,1,1,1,0,1,0,"LINESTRING (-88.22032218695178 42.13767173692003, -88.22092631499666 42.13783319399583, -88.22132627025266 42.13777976495568)"
2562,poplar creek,Spring Lake Trails,32,,black,unknown,unpaved,,,,,,no,none,0.049,no,yes,257.10,,,0.0,1,1,1,0,1,0,"LINESTRING (-88.21724743798572 42.10723107983902, -88.21665124545655 42.10704651241749, -88.2163808395371 42.10694673894061)"
2563,sag valley,Sag Valley Trail System,29,,tan,unknown,unpaved,,,,,,no,none,0.361,no,yes,1905.50,spur,east,0.0,1,1,1,1,1,0,"LINESTRING (-87.86264222125855 41.6740991543016, -87.86271786430495 41.67444441832869, -87.8629744493009 41.67743570451289, -87.86278310089033 41.678018257964666, -87.86271356616356 41.6787929026832, -87.8627783427981 41.67898476137371, -87.86289147061609 41.67911694511985, -87.86288352903827 41.67926745194227)"
2564,poplar creek,Spring Lake Trails,32,,black,unknown,unpaved,,,,,,no,none,0.113,no,yes,594.43,,,0.0,1,1,1,0,1,0,"LINESTRING (-88.21853702447143 42.13631150745087, -88.2183306431873 42.136436207968885, -88.21789734542281 42.136589905160896, -88.21759070045007 42.13691547341778, -88.21675085674259 42.1371793354524)"
2565,tinley creek,Oak Forest Heritage Preserve Trails,20,,yellow,unknown,unpaved,,,,,,no,none,0.047,no,yes,245.86,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.72234715548556 41.60018533598847, -87.72252634107559 41.60005177344164, -87.72267961847704 41.59995074085472, -87.72283648177608 41.59987663004267, -87.72292639683494 41.59984347880429, -87.72294563264823 41.59983973765748, -87.72296486845934 41.599835996507444, -87.72299435310558 41.599831348945145, -87.72302511772065 41.59982670817012, -87.7230533314376 41.59982109302651, -87.72307392867471 41.59980871171155)"
2566,sag valley,Sag Valley Trail System,29,,yellow,unknown,unpaved,,,,,,no,none,0.009,no,yes,48.75,loop,,0.0,1,1,1,1,1,0,"LINESTRING (-87.87449806313172 41.68402470406314, -87.87467602701025 41.684034594637936)"
2567,salt creek,Miller Meadow Trail,18,,brown,asphault,paved,,,,,,no,none,0.055,no,yes,288.47,spur,north,0.0,1,1,1,0,1,0,"LINESTRING (-87.82844112550912 41.85829230276905, -87.82896176918739 41.858737161295885, -87.82901477664792 41.85880409478022, -87.82908528437427 41.858914937147745)"
2568,salt creek,Miller Meadow Trail,18,,yellow,asphault,paved,,,,,,no,none,0.024,no,yes,125.02,spur,south,0.0,1,1,1,0,1,0,"LINESTRING (-87.83141655268342 41.85318397602135, -87.83137711749937 41.85301413335029, -87.83133775794666 41.85284600181337)"
2572,skokie,North Branch Trail System,19,,red,asphault,paved,easy,Grand Illinois Trail,,,,no,road,0.010,no,yes,53.13,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.77176334277382 42.06891251348208, -87.77176303993674 42.06876670828216)"
2576,poplar creek,Spring Lake Trails,32,,black,unknown,unpaved,,,,,,no,none,0.053,no,yes,279.11,,,0.0,1,1,1,0,1,0,"LINESTRING (-88.21404855064178 42.13354452652255, -88.21354101053824 42.132878254516726)"
2577,tinley creek,Tinley Creek Trail System,34,,tan,unknown,paved,,,,,,no,none,0.023,no,yes,119.39,spur,,0.0,1,1,1,0,1,0,"LINESTRING (-87.80290506201699 41.65079444161241, -87.8030110945471 41.65111228592096)"
2578,northwest,Busse Forest Trails,4,,black,unknown,paved,,,,,,no,road,0.005,no,yes,24.69,,north,0.0,1,1,1,0,1,0,"LINESTRING (-88.02560156893679 42.0472661419435, -88.02559346299188 42.04733361741839)"
2579,northwest,Busse Forest Trails,4,,black,unknown,paved,,,,,,no,road,0.007,no,yes,38.90,,north,0.0,1,1,1,0,1,0,"LINESTRING (-88.02360355914107 42.05033913092095, -88.02346034749219 42.05033983118267)"
2580,northwest,Paul Douglas Trail,23,,red,unknown,paved,,,,Paul Douglas Loop,,no,road,0.010,no,yes,55.04,loop,,0.0,1,1,1,0,1,0,"LINESTRING (-88.09232535929621 42.0844503542668, -88.09251870876855 42.08449579564905)"
2581,skokie,North Branch Trail System,19,,black,unknown,paved,easy,Grand Illinois Trail,,Skokie Lagoon Loop,,no,none,0.007,no,yes,38.49,loop,,0.0,1,1,1,0,1,0,"LINESTRING (-87.774988215693 42.11597831983358, -87.77499028270489 42.11587271776089)"
2586,skokie,North Branch Trail System,19,,red,asphault,paved,easy,Grand Illinois Trail,,,,no,road,0.006,no,yes,31.79,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.77505209651909 42.1158577739484, -87.77516564451689 42.11583627325338)"
2587,skokie,North Branch Trail System,19,,yellow,unknown,unpaved,,,,,,no,road,0.012,no,yes,64.72,,,0.0,1,1,1,1,1,0,"LINESTRING (-87.75702426813646 42.10138731347772, -87.75707368842087 42.101213582942634)"
2588,salt creek,Salt Creek Trail System,30,,black,cement,paved,easy,Salt Creek Greenway,,,,no,none,0.012,yes,yes,65.64,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.80210716182577 41.80718879614376, -87.80208110498906 41.80705971291725, -87.80207896079195 41.807010166545524)"
2589,tinley creek,Tinley Creek Trail System,34,,red,unknown,paved,,,,Tinley Creek Loop,,no,road,0.012,no,yes,61.25,loop,,0.0,1,1,1,0,1,0,"LINESTRING (-87.7819645229776 41.64638046440358, -87.7819709661101 41.64640916357963, -87.78199674893477 41.64652400588527, -87.782001737807 41.64654622735965)"
2590,sag valley,Cal-Sag Trail,5,,purple,unknown,paved,easy,Cal-Sag Trail,,,,no,bridge,0.007,no,yes,36.91,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.85063997309858 41.68445633582929, -87.85050535908273 41.6844476796161)"
2591,tinley creek,Tinley Creek Trail System,34,,green,unknown,paved,,,,,,no,road,0.011,no,yes,57.18,,north,0.0,1,1,1,0,1,0,"LINESTRING (-87.78552640919861 41.61359862340902, -87.78552134763866 41.613441758754185)"
2592,indian boundary,Des Plaines River Trail System,11,,purple,unknown,unpaved,,,,,,no,none,0.013,no,yes,68.86,spur,south,0.0,1,1,1,1,1,0,"LINESTRING (-87.85150323242122 41.9767847195935, -87.85148149098022 41.976596444774586)"
2593,skokie,North Branch Trail System,19,,black,unknown,paved,easy,Grand Illinois Trail,,Skokie Lagoon Loop,,no,bridge,0.043,no,yes,227.54,loop,,0.0,1,1,1,0,1,0,"LINESTRING (-87.78405046686797 42.13779177751006, -87.7848893581789 42.137787920321)"
2594,skokie,North Branch Trail System,19,,black,unknown,paved,easy,,,Skokie Lagoon Loop,,no,none,0.042,no,yes,221.26,loop,,0.0,1,1,1,0,1,0,"LINESTRING (-87.77337760358526 42.11584272941151, -87.77304156292546 42.11580149837306, -87.77256913662394 42.1157655640767)"
2595,calumet,Cal-Sag Trail,5,,future,unknown,paved,easy,Cal-Sag Trail,,,,no,none,1.929,yes,yes,10185.03,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.6099050550577 41.64065260550692, -87.60759434500979 41.6389976781309, -87.60705051562881 41.63941683687065, -87.60614359952483 41.63995531467466, -87.60594007542808 41.64010153735135, -87.60588104436148 41.64015647761523, -87.6057250322629 41.64031894459578, -87.60565957143554 41.64036312390798, -87.60557010454241 41.64039756516324, -87.60548408735781 41.64041169664338, -87.60507260286342 41.64041422707333, -87.60479857880048 41.64045630971108, -87.6046719697092 41.64047022240677, -87.60456956199762 41.64046928982252, -87.6031080938271 41.640378969778595, -87.60269321954138 41.640359430246725, -87.60232812984185 41.64036883699927, -87.60154008364923 41.640418773526015, -87.60135156202662 41.6404233973616, -87.60081779413103 41.640405874589355, -87.60012385618707 41.64044282271433, -87.59981181394741 41.640443527482994, -87.59801874134659 41.640339521792725, -87.59769903992753 41.64033747618761, -87.59769504131134 41.63750838542913, -87.59767961324673 41.63745315328169, -87.59763632820092 41.63738539187009, -87.5975795321824 41.63733525465727, -87.59751934174268 41.637301407448774, -87.59742719866308 41.637271945581226, -87.59734041784746 41.63726241180528, -87.59383761677512 41.63728609307468, -87.59373619304576 41.637285385643814, -87.59359270057868 41.637260890332875, -87.59353164378125 41.63725740380989, -87.59279593676742 41.63726171316873, -87.59274525437097 41.63726465928155, -87.59268346976313 41.637275698291965, -87.59257971463953 41.63731006962864, -87.59250734804455 41.63732425604755, -87.59240838781783 41.6373280462257, -87.58993416000929 41.6373584870935, -87.58945034739853 41.63732016073649, -87.58720992921508 41.6373369193457, -87.58707668155061 41.63733183078803, -87.58668185694968 41.637291391985364, -87.58624156836778 41.63728766121847, -87.58616847843514 41.63727693941489, -87.586043130518 41.63724861721935, -87.58595134271042 41.63723398719437, -87.58589514323714 41.637230929559344, -87.58375187188997 41.6372541424891, -87.58364115113201 41.637272746837915, -87.58318619561139 41.63741029920509, -87.58311089099452 41.637418816765425, -87.5824631038661 41.637421690083066, -87.58229608999258 41.63740255072153, -87.58221932862959 41.63739954561411, -87.58214257194193 41.6374025965893, -87.5820666653349 41.63741167212368, -87.581992446773 41.63742667272471, -87.58180672068379 41.637476596875935, -87.58173231710197 41.63748665077299, -87.58164426759811 41.63748360646131, -87.58095672568265 41.637325721484295, -87.58086460295316 41.6373127709261, -87.58073170708016 41.6373060293315, -87.58000252895637 41.63728881742406, -87.57982657640568 41.63729055256916, -87.5794288193118 41.637349363103176, -87.5793042545288 41.637350213239586, -87.57909841858304 41.63733843425808, -87.57897607463076 41.637325146664395, -87.5789160805519 41.6373138832259, -87.57879246463244 41.63728090595493, -87.5784300896964 41.63713821257168)"
2596,skokie,North Branch Trail System,19,,blue,unknown,paved,easy,Grand Illinois Trail,North Branch Trail System Extension - North,,,no,bridge,0.057,no,yes,299.69,,north,0.0,1,1,1,0,1,0,"LINESTRING (-87.78123626998465 42.15226998177657, -87.78013117395771 42.15225984001819)"
2597,calumet,Cal-Sag Trail,5,,future,unknown,paved,easy,Cal-Sag Trail,,,,no,none,0.191,yes,yes,1009.25,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.61220225771753 41.64296031617984, -87.60990917711811 41.64124728430408, -87.6099072064233 41.64090523669457)"
2598,skokie,North Branch Trail System,19,,black,unknown,paved,easy,Grand Illinois Trail,,Skokie Lagoon Loop,,no,none,1.956,no,yes,10329.90,loop,,0.0,1,1,1,0,1,0,"LINESTRING (-87.7848893581789 42.137787920321, -87.78502549820053 42.137788513218645, -87.78522990119217 42.137620347874886, -87.78586271733971 42.13736216433512, -87.7860268957056 42.13712704299675, -87.78606999784992 42.13680692219446, -87.78588658382738 42.136085333005255, -87.78534649121204 42.13537255395182, -87.78461491073799 42.13461707430665, -87.78432490010952 42.13428519851712, -87.78424200200944 42.13418533560543, -87.78420199820941 42.1340989589783, -87.78418558120948 42.13401695227142, -87.78417614385147 42.13389606278275, -87.7842017422358 42.13377644721188, -87.78429061289502 42.13361298510256, -87.78458752475028 42.13313153777149, -87.78465664917609 42.13288313282816, -87.78467773707801 42.13259340657113, -87.78454889155903 42.13126661030367, -87.78457797149953 42.13027859884952, -87.78455384923139 42.13017394364129, -87.78437811151079 42.129906080308515, -87.78433599327573 42.12977483618565, -87.7843476686369 42.12964535208727, -87.784524670469 42.12904037965042, -87.78453610095201 42.128905238534294, -87.78446867448798 42.12849493751059, -87.78433369516395 42.12815713592577, -87.78420099017939 42.12791671079654, -87.7840449460858 42.127773409551196, -87.78383487315358 42.12768080449949, -87.78352251511826 42.12765431186386, -87.78264813260984 42.12774829765111, -87.7819182308713 42.127775806459844, -87.7809365703795 42.127960750277595, -87.78068012851415 42.127964535110706, -87.78042684841645 42.1278840896958, -87.77990612216674 42.12759872491875, -87.77932778926626 42.12718328964148, -87.77885894936207 42.12695531239442, -87.77874696342806 42.12685431048156, -87.77866406838574 42.12661142641346, -87.77868434885583 42.12625229528692, -87.77878714401753 42.12614657629486, -87.77940292365388 42.125827707290135, -87.77952841881115 42.12570251821246, -87.77955075344852 42.125583081108324, -87.77938934742255 42.125010515580946, -87.77937420642645 42.124817950900415, -87.77961306006833 42.124244016659226, -87.7796344462963 42.12403427379688, -87.77953199963697 42.12380477056055, -87.77926085944897 42.12341553859799, -87.77920581891976 42.12319106248274, -87.77931016911624 42.122895284050486, -87.77977760571292 42.12242966275537, -87.77990854306918 42.12220843229577, -87.77993252634836 42.12199972918427, -87.77988037726969 42.121360999618034, -87.77979737770667 42.12099216523292, -87.77967565369698 42.120650915270616, -87.77929754149496 42.11977468381027, -87.77854982196062 42.11868940184824, -87.7779292065335 42.11766632644332, -87.77758624682575 42.117223964067506, -87.77713768952131 42.116857537114385, -87.77674431179148 42.116643142732165, -87.77625235881513 42.116488804171965, -87.77548617843195 42.116330932586735, -87.77507172991581 42.116197000796745, -87.77501397376463 42.11616920000533, -87.7749896590374 42.11613009330835, -87.7749812596763 42.11607769379924)"
2599,skokie,North Branch Trail System,19,,blue,unknown,paved,easy,Grand Illinois Trail,North Branch Trail System Extension - North,,,no,none,0.141,no,yes,744.78,,north,0.0,1,1,1,0,1,0,"LINESTRING (-87.77484946657174 42.15222622052325, -87.77426026109072 42.15221692607167, -87.77383478818285 42.15224376375241, -87.77367189653333 42.1522397133274, -87.77355711102759 42.152221334388294, -87.77346182831171 42.15216384660718, -87.77340025840614 42.15208514039763, -87.77333171688787 42.15201322778446, -87.77324167041982 42.15194372127241, -87.77302411939012 42.151891260364465, -87.77283198837591 42.15189353431879, -87.77266950874947 42.15196020119068, -87.77258655160625 42.15206580552395, -87.77257885696073 42.15220390183509)"
2600,skokie,North Branch Trail System,19,,blue,unknown,paved,easy,Grand Illinois Trail,North Branch Trail System Extension - North,,,no,bridge,0.022,no,yes,114.73,,north,0.0,1,1,1,0,1,0,"LINESTRING (-87.77527254064643 42.15222667295362, -87.77484946657174 42.15222622052325)"
2603,palos,Palos Trail System,22,,orange,unknown,unpaved,,,,,,no,none,0.005,no,yes,28.24,,west,0.0,1,1,1,1,1,0,"LINESTRING (-87.8945683531933 41.704557748984335, -87.8946717631615 41.70455912478779)"
2604,tinley creek,Tinley Creek Trail System,34,,yellow,unknown,unpaved,,,,,,no,none,0.191,no,yes,1009.28,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.7477847303645 41.595788357357726, -87.74786038883295 41.59585168856818, -87.74736180024293 41.5964042153156, -87.74716604837377 41.59655485976865, -87.74677017216493 41.596707344732046, -87.74647679932865 41.59690469742264, -87.74587393194257 41.59760546652733, -87.74569383219635 41.59792070598116)"
2605,sag valley,Sag Valley Trail System,29,,yellow,unknown,unpaved,,,,,,no,none,0.800,no,yes,4226.25,loop,,0.0,1,1,1,1,1,0,"LINESTRING (-87.83316420343347 41.67805965204163, -87.83315627171602 41.67812709256348, -87.83326520126616 41.67834836370778, -87.83328777284478 41.67844864222792, -87.83325642560084 41.67857377307231, -87.83310468506178 41.678717865901156, -87.83307754861359 41.67878810020958, -87.83307810524943 41.67891613074194, -87.83309547043869 41.67898324013922, -87.83307940243867 41.67921449449488, -87.83319161346932 41.67965123566463, -87.83319416168584 41.679716154761365, -87.83323900702432 41.67978070415477, -87.83344024025811 41.67993451788222, -87.83349321208482 41.67999051566631, -87.8335300804166 41.680066847679825, -87.83353210162896 41.68015934689084, -87.8335465423156 41.68022405247915, -87.83358037314588 41.680272790916845, -87.83363020867903 41.680321266717954, -87.83386402899356 41.68043122494387, -87.83429111741164 41.680661352504764, -87.83471072485808 41.68093212345886, -87.83499027109868 41.68113306111763, -87.83525113330468 41.68128368232957, -87.83556195851075 41.68160190132025, -87.83597985890852 41.68187994591651, -87.83629888730488 41.682055406627455, -87.83655986725151 41.68213004413155, -87.8367164092526 41.68216599750135, -87.83698149627087 41.68221038405508, -87.83727528667228 41.68221687147871, -87.83773146321603 41.68217827241233, -87.83803531593209 41.68220782041545, -87.83829239136972 41.68225508094844, -87.8385098366703 41.6822821891136, -87.83865386505434 41.68228236764815, -87.83981673418461 41.68210827557481, -87.84026480074274 41.68208496856025, -87.84055657325136 41.68210740558155, -87.84074237682708 41.68210718634272, -87.840886347259 41.682076324191435, -87.84152582627216 41.68187851642172, -87.84160399064604 41.68186191046829, -87.84173485917495 41.681845772438606, -87.84207405848657 41.68183508328497, -87.84222898269235 41.68181348392077, -87.84239659525969 41.68176558673941, -87.8425372795755 41.68172376747672, -87.84270684796365 41.68164541160587, -87.84279604908541 41.68154887994288, -87.84298444285399 41.681285874891785, -87.8432308252871 41.681042698557455, -87.84375263121241 41.68074167125744, -87.84384703303336 41.68065950036378, -87.8439405696456 41.68060139116894, -87.84409976661297 41.68054140764662)"
2606,palos,Palos Trail System,22,,black,asphault,paved,easy,,,,,no,none,0.017,no,yes,91.43,spur,,0.0,1,1,1,0,1,0,"LINESTRING (-87.88292871542953 41.713898813842576, -87.88308051756874 41.7138406876795, -87.88321946011907 41.71377483717331)"
2607,palos,Palos Trail System,22,,black,asphault,paved,easy,,,,,no,none,0.081,no,yes,426.65,spur,,0.0,1,1,1,0,1,0,"LINESTRING (-87.88321946011907 41.71377483717331, -87.88330781921361 41.71374715728115, -87.88338546614894 41.71372310544353, -87.88349449712376 41.71371756004755, -87.88354630604783 41.71371776284244, -87.88364948824774 41.713727475331005, -87.88378360583515 41.71374133673386, -87.88400640926905 41.71375556285006, -87.88424722870904 41.71376684712644, -87.88476430638373 41.71375185092519)"
2608,skokie,North Branch Trail System,19,,blue,unknown,paved,easy,Grand Illinois Trail,North Branch Trail System Extension - North,,,no,none,0.203,no,yes,1074.07,,north,0.0,1,1,1,0,1,0,"LINESTRING (-87.7863734481731 42.14949580140892, -87.78636174750507 42.14951578978551, -87.78638206545959 42.14953757047444, -87.78641592208817 42.14954983625563, -87.78647237187974 42.149578156182486, -87.78649808585239 42.149599962570136, -87.78651853839855 42.1496259298566, -87.78652240961719 42.14965790203857, -87.7865023551404 42.149730888986525, -87.78644705313299 42.149827969195485, -87.78634476392074 42.150027060321285, -87.7862381145424 42.15017623553032, -87.78608799370093 42.150367971146395, -87.7859526080017 42.150517009010926, -87.78582179587491 42.150691016047936, -87.78574400137003 42.150826073438026, -87.78568993853037 42.15098619087503, -87.78565997428531 42.15112860435569, -87.78565905261004 42.15123551716555, -87.78575433440106 42.151371276454654, -87.7858533386647 42.15152996050584, -87.7859823265362 42.15171609306489, -87.78600201543229 42.151810953314, -87.78596788121712 42.15188949470197, -87.78587420229066 42.15198943578601, -87.78579166149451 42.15204927472886, -87.78575565914892 42.15209407675138, -87.78574155186935 42.15211885264095)"
2609,skokie,North Branch Trail System,19,,yellow,unknown,unpaved,,,,,,no,none,0.187,no,yes,985.53,,,0.0,1,1,1,1,1,0,"LINESTRING (-87.75882059827406 42.102075021507254, -87.75872848221059 42.10210498018747, -87.75843116616221 42.10229491297152, -87.7582542910158 42.10252564624321, -87.75812043820704 42.102831249357166, -87.75802780002205 42.10284227056742, -87.75767261748535 42.1026088690713, -87.7575531111652 42.102464703377734, -87.75700444821037 42.10145698755183, -87.75702426813646 42.10138731347772)"
2610,skokie,North Branch Trail System,19,,blue,unknown,paved,easy,Grand Illinois Trail,North Branch Trail System Extension - North,,,no,none,0.129,no,yes,682.79,,north,0.0,1,1,1,0,1,0,"LINESTRING (-87.78013117395771 42.15225984001819, -87.779969358501 42.152251028633835, -87.77985948634098 42.15222640552638, -87.77952588948449 42.1521139673542, -87.7793901441544 42.152086006487636, -87.77927351695143 42.15209347437531, -87.77892197394874 42.152147594875856, -87.7787447714298 42.152146738452025, -87.77848105013888 42.15218110197628, -87.77809809020697 42.15222753213997, -87.7778821027453 42.152242548764505, -87.77767477716793 42.152254394516234)"
2611,salt creek,Arie Crown Trails,1,,yellow,unknown,unpaved,,,,,,no,none,0.183,no,yes,967.69,loop,,0.0,1,1,1,0,1,0,"LINESTRING (-87.87354442314668 41.76528240588816, -87.87362907542857 41.76510646672377, -87.8739297996191 41.76486566912971, -87.8739952512834 41.76475683373286, -87.87406950563636 41.7644096157163, -87.87398966618069 41.76419792146114, -87.87382313599082 41.76406469776861, -87.87363851162048 41.76378451354086, -87.87361090231593 41.76363035114518, -87.87372735304433 41.763405110446875, -87.87373838139321 41.763200944840875, -87.87350514551156 41.763028046182136, -87.87347727877521 41.76292417155309)"
2612,calumet,Major Taylor Trail,16,,red,asphault,paved,easy,Major Taylor Trail,CHICAGO PARK DISTRICT MAJOR TAYLOR TRAIL,,,yes,none,0.035,yes,yes,187.24,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.66727719399873 41.72879635363622, -87.66743387792836 41.72843222995551, -87.66725910112308 41.72842305554695)"
2613,calumet,Major Taylor Trail,16,,red,asphault,paved,easy,Major Taylor Trail,,,,no,none,0.191,yes,yes,1005.87,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.66912696289353 41.731169072717215, -87.66870394701313 41.730809371377724, -87.66806498865989 41.730003794194964, -87.66727719399873 41.72879635363622)"
2614,calumet,Major Taylor Trail,16,,red,unknown,paved,easy,Major Taylor Trail,CHICAGO PARK DISTRICT MAJOR TAYLOR TRAIL,,,yes,railroad,0.010,yes,yes,53.36,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.66725910112308 41.72842305554695, -87.66706396144885 41.728414587171535)"
2615,salt creek,Salt Creek Trail System,30,,black,stone,unpaved,easy,,,Portage National Historic Site Trail,,no,none,0.477,no,yes,2518.11,loop,,0.0,1,1,1,0,1,0,"LINESTRING (-87.80248575856979 41.80349585233852, -87.80252156125937 41.80343883571175, -87.80257319951667 41.803380675833495, -87.80264211047994 41.80333133011447, -87.80275173040727 41.8032904031957, -87.80291508861016 41.80319410305578, -87.80296628843584 41.803179256151026, -87.80304794546775 41.80317890245702, -87.80310852569704 41.803186708304295, -87.80320423093528 41.8032295184048, -87.8032740837718 41.80325049357796, -87.80336125701196 41.80324614816065, -87.80344278834393 41.803224892412175, -87.80351795638367 41.80321473878162, -87.80371380972827 41.8032390575581, -87.80380741380735 41.80327029097539, -87.8038573285824 41.80330827080905, -87.80390601395504 41.80336672833057, -87.80395597552493 41.80340817368789, -87.80400373784214 41.803439544208395, -87.80413061434429 41.80349893888848, -87.80421988844745 41.80352291464474, -87.80434842961598 41.80354384112961, -87.80453281577087 41.80355828869548, -87.804726398256 41.80360828183992, -87.80495982598623 41.80363968356623, -87.80513067563439 41.80364087473937, -87.80541603766596 41.803602040289256, -87.80552835007116 41.80352795149721, -87.8056620738104 41.80347170003417, -87.80580024257937 41.80343970707746, -87.80592800566818 41.80342887404958, -87.80597650982388 41.80343094980904, -87.806098835088 41.80345472456, -87.80626446110189 41.80343033524852, -87.80633722317398 41.803429102082305, -87.80653042560337 41.80346651336682, -87.80669252996387 41.80347521851228, -87.80677548672787 41.80347160722553, -87.80684423581717 41.803455094350085, -87.8069367609243 41.8034468642517, -87.80703575520101 41.80344745504857, -87.80713311231277 41.80345728994673, -87.80721245966257 41.80345483979715, -87.80729877188666 41.8034991512473, -87.80736693676243 41.80352423675359, -87.80757906186592 41.8035434799573, -87.80766956043736 41.80356712795111, -87.80781296137805 41.80364274226574, -87.80801666096069 41.803712655096355, -87.80809771935539 41.80376266513515, -87.80818150741501 41.80379821146888, -87.8082241362397 41.80382768378975, -87.80825020864864 41.803871225857364, -87.80826023037645 41.80393427711738, -87.80824889156567 41.80400075715219, -87.80822454540912 41.80404686518466, -87.80818738999947 41.8041033642225, -87.8081087190306 41.80419209858867, -87.80800975305995 41.80426277323107, -87.80797299012143 41.8043012721415, -87.80794023908092 41.804356792317805, -87.80791902641344 41.80447083370895, -87.8079045783392 41.80450155717593, -87.80784063617114 41.804548452740335, -87.80779327387886 41.80463094894149, -87.80774202075432 41.80469539391153, -87.80769648886674 41.80472455221373, -87.8075634051425 41.80473213899828, -87.80751462235966 41.80474640693122, -87.80746345353558 41.80477302419765, -87.80740339146736 41.80483817582144, -87.80735761054277 41.80487275076028, -87.8072759345098 41.804909691542115, -87.807197424511 41.80492501422408, -87.80712364438067 41.80491833971781, -87.80708278479234 41.80489573513473, -87.80699634972939 41.804817599608725, -87.80689196157546 41.80468002963659, -87.80686192172374 41.80465255473405, -87.80679247522887 41.80461902711333, -87.80674977954114 41.80460994333926, -87.80669738509673 41.80462798423244, -87.80659404714848 41.80469468925844, -87.80652328223884 41.80473098300664)"
2616,northwest,Paul Douglas Trail,23,,red,unknown,paved,,,,Paul Douglas Loop,,no,none,0.021,no,yes,111.27,loop,,0.0,1,1,1,0,1,0,"LINESTRING (-88.12100105652206 42.09034387445442, -88.12140773425052 42.090305372437825)"
2617,indian boundary,Des Plaines River Trail System,11,,purple,unknown,unpaved,,,,,,no,bridge,0.007,no,yes,37.95,spur,south,0.0,1,1,1,1,1,0,"LINESTRING (-87.8515153174855 41.976888463297776, -87.85150323242122 41.9767847195935)"
2618,des plaines,River Trail Nature Center Trails,27,Little Fort Trail,purple,unknown,unpaved,,,,,,no,bridge,0.074,no,yes,392.16,,,0.0,1,0,0,0,0,1,"LINESTRING (-87.88271250364095 42.09548827300679, -87.88276328623527 42.095478131033396, -87.88283881027492 42.09546943504311, -87.8829265415725 42.09544190266472, -87.88304386596482 42.095412687843755, -87.88313024345574 42.095405832749265, -87.88326448033031 42.095375335176584, -87.88338042546366 42.095370394354404, -87.88356814204754 42.09537517686148, -87.883746285485 42.095367781679705, -87.88383514357113 42.09536907146745, -87.88392678852539 42.09537924518981, -87.88398707852777 42.095379515808176, -87.88406324443893 42.0953737260626, -87.88413224263677 42.09537259877017)"
2619,northwest,Paul Douglas Trail,23,,red,unknown,paved,,,,Paul Douglas Loop,,no,bridge,0.047,no,yes,246.50,loop,,0.0,1,1,1,0,1,0,"LINESTRING (-88.10667804481585 42.087694071772844, -88.10754415977975 42.08789742550062)"
2620,northwest,Paul Douglas Trail,23,,red,unknown,paved,,,,Paul Douglas Loop,,no,none,0.115,no,yes,605.95,loop,,0.0,1,1,1,0,1,0,"LINESTRING (-88.10454505814697 42.08720357038129, -88.10659690859269 42.087676805730304, -88.10667804481585 42.087694071772844)"
2621,northwest,Paul Douglas Trail,23,,red,unknown,paved,,,,Paul Douglas Loop,,no,bridge,0.051,no,yes,268.69,loop,,0.0,1,1,1,0,1,0,"LINESTRING (-88.10359948233756 42.086985469644674, -88.10454505814697 42.08720357038129)"
2622,northwest,Paul Douglas Trail,23,,black,unknown,paved,,,,Algonquin Road Trail,,no,none,0.420,yes,yes,2219.48,,north,0.0,1,1,1,0,1,0,"LINESTRING (-88.12891945509922 42.09406638748593, -88.1261160515329 42.0927501254968, -88.12360412757067 42.09167734634617, -88.12187405120766 42.091112543188444, -88.12179522158131 42.091113088654744)"
