poi_desc_id,poi_info_id,hours1,hours2,phone,description,web_link,map_link,map_link_spanish,vol_link,vol_link2,picnic_link,event_link,custom_link,season1,season2,special_hours,special_description,special_link,photo_link,fish_map,accessibility_description
142,119,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/mcclaughrey-springs-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Sag-Valley-Trail-System-Map-080521.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Sag-Valley-Trail-System-Map-SPANISH-080521.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={59EF1415-95F6-4CC5-8AE5-26DF3A18C30D},,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-McClaughrey-Springs-Woods-110421.pdf,,,Year-round,,,,,,,
143,124,Sunrise to Sunset,,,"Water recreation abounds at Tampier Lake, where visitors can enjoy ample shoreline for fishing, a boat launch and a boating center offering boat and fishing gear rentals.",https://fpdcc.com/places/locations/tampier-lake/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Sag-Valley-Trail-System-Map-080521.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Sag-Valley-Trail-System-Map-SPANISH-080521.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Tampier-Lake-West-110421.pdf,,,Year-round,,,,,,https://fpdcc.com/downloads/maps/fishing/FPCC-Fishing-Map-Tampier-Lake-032417.pdf,"Tampier Lake-West has an accessible picnic shelter (May 1 to October 31) with accessible parking, an accessible curb cut and path from parking to picnic shelter, and accessible path from picnic shelter to an accessible portable bathroom."
144,273,Sunrise to Sunset,,,"From walking and cycling to viewing beautifully restored habitats, Harms Woods has it all. This popular forest preserve is bisected by the North Branch of the Chicago River. To the east of the river, visitors can take advantage of the North Branch Trail; to the west of the river, visitors can walk along unpaved trails and enjoy spring wildflowers, butterflies and birds thriving thanks to years of dedicated restoration efforts.",https://fpdcc.com/places/locations/harms-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-North-Branch-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-North-Branch-Trail-Map-SPANISH-9-16.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={88192BEA-126B-435B-B1B3-F38746E979D0},https://ec.volunteernow.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={DD3A52A8-9A07-4E04-80E3-5A1ED4A0A260},https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Harms-Woods-120821.pdf,,,Year-round,,,,,,,
145,344,,,847-296-5764,"This driving range features 73 stalls, grass tee practice area and mini-golf course.",http://harrysemrow.forestpreservegolf.com/,,,,,,,,,,,,,,,
146,327,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/henry-de-tonty-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Palos-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Palos-Trail-Map-SPANISH-10-15.pdf,,,,,,Year-round,,,,,,,
147,174,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/hickory-hills-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Palos-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Palos-Trail-Map-SPANISH-10-15.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Hickory-Hills-Woods-110421.pdf,,,Year-round,,,,,,,
148,55,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/hidden-pond-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Palos-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Palos-Trail-Map-SPANISH-10-15.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={C84B1E2A-D562-43F7-BD27-DD61B5222B82},,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Hidden-Pond-Woods-110421.pdf,,,Year-round,,,,,,,
149,298,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/hidden-pond-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Palos-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Palos-Trail-Map-SPANISH-10-15.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={C84B1E2A-D562-43F7-BD27-DD61B5222B82},,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Hidden-Pond-Woods-110421.pdf,,,Year-round,,,,,,,
150,25,,,,,,,,,,,,,,,,,,,,
151,182,,,800-460-0010,Highland Woods is an 18-hole course located on the highest point in Cook County,http://highlandwoods.forestpreservegolf.com/,,,,,,,,,,,,,,,
152,393,Sunrise to Sunset,,,Horizon Farm is a 397-acre former equestrian estate.,https://fpdcc.com/places/locations/horizon-farm/,https://fpdcc.com/downloads/maps/zones/english/FPCC-Northwest-Zone-Map-10-15.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-Northwest-Zone-Map-SPANISH-10-15.pdf,,,,,,Year-round,,,,,,,
153,115,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/horsetail-lake/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Sag-Valley-Trail-System-Map-080521.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Sag-Valley-Trail-System-Map-SPANISH-080521.pdf,,,,,,Year-round,,,,,,https://fpdcc.com/downloads/maps/fishing/FPCC-Fishing-Map-Horsetail-Lake-032417.pdf,
154,224,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/indian-boundary-family-picnic-area/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Des-Plaines-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Des-Plaines-Trail-Map-SPANISH-10-15.pdf,,,,,,Year-round,,,,,,,
155,225,,,800-460-0010,"With its heavily-wooded layout and strategically placed water and sand, this 18-hole course is both scenic and challenging.",http://indianboundary.forestpreservegolf.com/,,,,,,,,,,,,,,,
156,21,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/indian-hill-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Thorn-Creek-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Thorn-Creek-Trail-Map-SPANISH-10-15.pdf,,,,,,Year-round,,,,,,,
157,375,Sunrise to Sunset,,,"The Irene C. Hernandez Family Picnic Grove entrance is part of LaBagh Woods. Located at the southern start of the popular North Branch Trail, LaBagh Woods is host to diverse natural areas including wooded landscapes, wetlands, savannas and sedge meadows. Known for exceptional birding opportunities, this site also offers city dwellers and others picnic groves and large open fields.
",https://fpdcc.com/places/locations/labagh-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-North-Branch-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-North-Branch-Trail-Map-SPANISH-9-16.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={C9D1FCDA-BBB6-4183-94D9-E4201CF0A557},https://ec.volunteernow.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={73DB8762-ACBE-4336-979A-CA51D0E8C5FE},https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Irene-Hernandez-Family-Picnic-Grove-120821.pdf,,,Year-round,,,,,,,"Irene C. Hernandez Family Picnic Area has an accessible picnic shelter (May 1 to October 31) with accessible parking, an accessible curb cut and path from parking to picnic shelter, and accessible path from picnic shelter to an accessible indoor bathroom."
158,208,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/iroquois-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Des-Plaines-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Des-Plaines-Trail-Map-SPANISH-10-15.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Iroquois-Woods-110421.pdf,,,Year-round,,,,,,,
159,217,Sunrise to Sunset,,,A carry-in launch ramp provides access to the Des Plaines River.,https://fpdcc.com/places/locations/irving-park-road-canoe-landing/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Des-Plaines-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Des-Plaines-Trail-Map-SPANISH-10-15.pdf,,,,,,Year-round,,,,,,,
160,228,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/jerome-huppert-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Des-Plaines-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Des-Plaines-Trail-Map-SPANISH-10-15.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Jerome-Huppert-Woods-110421.pdf,,,Year-round,,,,,,,
161,142,,,800-460-0010,"This 18-hole course has three sets of tees, 52 sand traps and occasional water.",http://joelouis.forestpreservegolf.com/,,,,,,,,,,,,,,,
162,166,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/joe-orr-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Thorn-Creek-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Thorn-Creek-Trail-Map-SPANISH-10-15.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Joe-Orr-Woods-110421.pdf,,,Year-round,,,,,,,
163,60,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/joes-pond/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Palos-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Palos-Trail-Map-SPANISH-10-15.pdf,,,,,,Year-round,,,,,,https://fpdcc.com/downloads/maps/fishing/FPCC-Fishing-Map-Joes-Pond-032417.pdf,
164,34,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/john-e-traeger-family-picnic-area/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Des-Plaines-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Des-Plaines-Trail-Map-SPANISH-10-15.pdf,,,,,,Year-round,,,,,,,
165,297,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/john-husar-im-canal-bicycle-trail-parking-lot/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Palos-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Palos-Trail-Map-SPANISH-10-15.pdf,,,,,,Year-round,,,,,,,
166,162,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/jurgensen-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Thorn-Creek-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Thorn-Creek-Trail-Map-SPANISH-10-15.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Jurgensen-Woods-110421.pdf,,,Year-round,,,,,,,
167,145,Sunrise to Sunset,,,"Kickapoo Woods offers a model airplane flying field, a large picnic shelter and a carry-in canoe landing on the Little Calumet River. Beyond a one-mile paved trail loop are wooded areas, a wet prairie and savanna.",https://fpdcc.com/places/locations/kickapoo-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Major-Taylor-Trail-Map-120920.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-South-Zone-Map-SPANISH-10-15.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={544AB205-92F6-4AF3-B6CA-59F68FBEA682},https://ec.volunteernow.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={7538D85B-A13B-46B6-A16C-998BC248F938},,,,Year-round,,,,,,,
168,369,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/bobolink-meadow/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Tinley-Creek-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Tinley-Creek-Trail-Map-SPANISH-10-15.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={E0718B3F-BB46-4B53-9957-8A0AC6B2FEB9},,,,,Year-round,,,,,,,
169,172,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/sauk-trail-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Thorn-Creek-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Thorn-Creek-Trail-Map-SPANISH-10-15.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Kings-Grove-110421.pdf,,,Year-round,,,,,,,
170,64,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/kloempken-prairie/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Des-Plaines-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Des-Plaines-Trail-Map-SPANISH-10-15.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={77D0FEEA-FC5C-4078-BBBA-54E3EE8D5B64},,,,,Year-round,,,,,,,
171,56,Sunrise to Sunset,,,"Located at the southern start of the popular North Branch Trail, LaBagh Woods is host to diverse natural areas including wooded landscapes, wetlands, savannas and sedge meadows. Known for exceptional birding opportunities, this site also offers city dwellers and others picnic groves and large open fields.",https://fpdcc.com/places/locations/labagh-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-North-Branch-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-North-Branch-Trail-Map-SPANISH-9-16.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={C9D1FCDA-BBB6-4183-94D9-E4201CF0A557},https://ec.volunteernow.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={73DB8762-ACBE-4336-979A-CA51D0E8C5FE},https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-LaBagh-Woods-120821.pdf,,,Year-round,,,,,,,"LaBagh Woods has two accessible picnic shelters (May 1 to October 31) with accessible parking, an accessible curb cut and path from parking to picnic shelter, and accessible path from picnic shelter to an accessible portable or indoor bathroom."
172,249,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/lagrange-park-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Salt-Creek-Trail-Map-9-16.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Salt-Creek-Trail-Map-SPANISH-9-16.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-LaGrange-Park-Woods-110421.pdf,,,Year-round,,,,,,,
173,339,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/lake-avenue-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Des-Plaines-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Des-Plaines-Trail-Map-SPANISH-10-15.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Lake-Avenue-Woods-110421.pdf,,,Year-round,,,,,,,
174,340,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/lake-avenue-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Des-Plaines-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Des-Plaines-Trail-Map-SPANISH-10-15.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Lake-Avenue-Woods-110421.pdf,,,Year-round,,,,,,,
175,165,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/lansing-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Thorn-Creek-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Thorn-Creek-Trail-Map-SPANISH-10-15.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Lansing-Woods-110421.pdf,,,Year-round,,,,,,,
176,277,Sunrise to Sunset,,,"Linne Woods includes a segment of the North Branch of the Chicago River, a canoe landing, bike rental and a picnic grove. Paved and unpaved trails in the North Branch Trail System run through the site.",https://fpdcc.com/places/locations/linne-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-North-Branch-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-North-Branch-Trail-Map-SPANISH-9-16.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={0093BD1C-D642-4FCE-8E6E-11EFD427047F},https://ec.volunteernow.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={9A24CFB0-5698-460C-83B4-614C9F2869FC},https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Linne-Woods-120821.pdf,,,Year-round,,,,,,,
177,204,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/lions-woods/,https://fpdcc.com/downloads/maps/zones/english/FPCC-North-Zone-Map-10-15.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-North-Zone-Map-SPANISH-10-15.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Lions-Woods-110421.pdf,,,Year-round,,,,,,,"Lions Woods has an accessible picnic shelter (May 1 to October 31) with accessible parking, an accessible curb cut and path from parking to picnic shelter, and accessible path from picnic shelter to an accessible portable bathroom."
178,143,Sunrise to Sunset,,,A trailered boat launch provides access to the Little Calumet River.,https://fpdcc.com/places/locations/little-calumet-boat-launch/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Major-Taylor-Trail-Map-120920.pdf,,,,,,,Year-round,,,,,,,
179,319,"9am - 5pm, closed Fridays","9am - 4pm, closed Fridays",708-839-6897,"Little Red Schoolhouse Nature Center has educated and delighted generations of families with live animals, exhibits and self-guided trails.",https://fpdcc.com/places/locations/little-red-schoolhouse-nature-center/,https://fpdcc.com/downloads/maps/nature-centers/english/FPCC-Little-Red-Schoolhouse-Nature-Center-Map-4-17.pdf,https://fpdcc.com/downloads/maps/nature-centers/spanish/FPCC-Little-Red-Schoolhouse-Nature-Center-SPANISH-Map-4-17.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={66735C35-CD5D-4157-BDC6-2A6E8D341965},,,,,Mar - Oct,Nov - Feb,"Closed Thanksgiving, Christmas, New Year's Day",,,,,
180,378,Sunrise to Sunset,Call 708-506-0227 for current hours,708-506-0227,"The 60-acre Maple Lake is a popular fishing spot—from a rented boat at the Maple Lake Boating Center or from more than 8,000 feet of shoreline. Part of the extensive Palos Trail System, Maple Lake includes a mountain bike staging area.",https://fpdcc.com/places/locations/maple-lake/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Palos-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Palos-Trail-Map-SPANISH-10-15.pdf,,,,,,Year-round,Boat Rental,Rentals generally available early April to late October. Call ahead to confirm.,,,,https://fpdcc.com/downloads/maps/fishing/FPCC-Fishing-Map-Maple-Lake-032417.pdf,"Maple Lake Boating Center has an accessible fishing area with accessible parking, a paved surface pathway to the shoreline, a hard surface along the shoreline, and railings along portions, or all, of the hard-surfaced shoreline."
181,331,Sunrise to Sunset,,,"The 60-acre Maple Lake is a popular fishing spot—from a rented boat at the Maple Lake Boating Center or from more than 8,000 feet of shoreline. Part of the extensive Palos Trail System, Maple Lake includes a mountain bike staging area.",https://fpdcc.com/places/locations/maple-lake/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Palos-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Palos-Trail-Map-SPANISH-10-15.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Maple-Lake-110421.pdf,,,Year-round,,,,,,https://fpdcc.com/downloads/maps/fishing/FPCC-Fishing-Map-Maple-Lake-032417.pdf,
182,330,Sunrise to Sunset,,,"The 60-acre Maple Lake is a popular fishing spot—from a rented boat at the Maple Lake Boating Center or from more than 8,000 feet of shoreline. Part of the extensive Palos Trail System, Maple Lake includes a mountain bike staging area.",https://fpdcc.com/places/locations/maple-lake/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Palos-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Palos-Trail-Map-SPANISH-10-15.pdf,,,,,,Year-round,,,,,,https://fpdcc.com/downloads/maps/fishing/FPCC-Fishing-Map-Maple-Lake-032417.pdf,
183,49,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/mary-mix-mcdonald-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-North-Branch-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-North-Branch-Trail-Map-SPANISH-9-16.pdf,,,,,,Year-round,,,,,,,
184,336,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/massasauga-family-picnic-area/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Des-Plaines-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Des-Plaines-Trail-Map-SPANISH-10-15.pdf,,,,,,Year-round,,,,,,,
185,397,,,773-631-1790,Mathew Bieszczat Volunteer Resource Center is home to the Forest Preserves Volunteer Resources team and a popular venue for private events and meetings.,https://fpdcc.com/places/locations/mathew-bieszczat-volunteer-resource-center/,https://fpdcc.com/downloads/maps/trails/english/FPCC-North-Branch-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-North-Branch-Trail-Map-SPANISH-9-16.pdf,http://fpdcc.com/volunteer,,,,http://fpdcc.com/permits-rentals/private-event-facilities/,,,,,,,,
186,127,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/orland-grove/,https://fpdcc.com/downloads/maps/zones/english/FPCC-Southwest-Zone-Map-022020.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-Southwest-Zone-Map-SPANISH-10-15.pdf,,,,,,Year-round,,,,,,,
187,240,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/mccormick-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Salt-Creek-Trail-Map-9-16.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Salt-Creek-Trail-Map-SPANISH-9-16.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={E9C8E00D-FB5B-41B9-8FA2-D4D9BE812E9D},,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-McCormick-Woods-110421.pdf,,,Year-round,,,,,,,
188,371,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/mcginnis-slough/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Sag-Valley-Trail-System-Map-080521.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Sag-Valley-Trail-System-Map-SPANISH-080521.pdf,,,,,,Year-round,,,,,,,
189,102,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/dan-mcmahon-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Palos-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Palos-Trail-Map-SPANISH-10-15.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={F4D7D9D8-BADD-4E1B-BD12-6805F8E3FD7D},,,,,Year-round,,,,,,,
190,252,,,800-460-0010,"Meadowlark is a challenging 3,404 yard, 9 hole course.",http://meadowlark.forestpreservegolf.com/,,,,,,,,,,,,,,,
191,280,Sunrise to Sunset,,,"Walkers and cyclists know Miami Woods for its winding stretch of the North Branch Trail. Visitors who slow down can enjoy the restored woods and prairie, a stunning wildflower display and exceptional birding.",https://fpdcc.com/places/locations/miami-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-North-Branch-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-North-Branch-Trail-Map-SPANISH-9-16.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={5CE63E64-5973-4DF4-B701-4A2D12861930},,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Miami-Woods-110421.pdf,,,Year-round,,,,,,,
192,27,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/michael-j-omalley-preserve/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Thorn-Creek-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Thorn-Creek-Trail-Map-SPANISH-10-15.pdf,,,,,,Year-round,,,,,,https://fpdcc.com/downloads/maps/fishing/FPCC-Fishing-Map-OMalley-Ponds-032417.pdf,
193,306,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/midlothian-meadows/,https://fpdcc.com/downloads/maps/zones/english/FPCC-Southwest-Zone-Map-022020.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-Southwest-Zone-Map-SPANISH-10-15.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Midlothian-Meadow-110421.pdf,,,Year-round,,,,,,,"Midlothian Meadows has an accessible picnic shelter (May 1 to October 31) with accessible parking, an accessible curb cut and path from parking to picnic shelter, and accessible path from picnic shelter to an accessible portable bathroom."
194,305,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/midlothian-reservoir/,https://fpdcc.com/downloads/maps/zones/english/FPCC-Southwest-Zone-Map-022020.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-Southwest-Zone-Map-SPANISH-10-15.pdf,,,,,,Year-round,,,,,,https://fpdcc.com/downloads/maps/fishing/FPCC-Fishing-Map-Midlothian-Reservoir-032417.pdf,
195,236,Sunrise to Sunset,,,"With eight picnic groves, a model airplane field and an off-leash dog area, Miller Meadow is a popular outdoor recreation location in the Chicago's western suburbs.",https://fpdcc.com/places/locations/miller-meadow/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Salt-Creek-Trail-Map-9-16.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Salt-Creek-Trail-Map-SPANISH-9-16.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Miller-Meadow-110421.pdf,,,Year-round,,,,,,,"Miller Meadow-North has two accessible picnic shelters (May 1 to October 31) with accessible parking, an accessible curb cut and path from parking to picnic shelter, and accessible path from picnic shelter to an accessible portable bathroom."
196,237,Sunrise to Sunset,,,"With eight picnic groves, a model airplane field and an off-leash dog area, Miller Meadow is a popular outdoor recreation location in the Chicago's western suburbs.",https://fpdcc.com/places/locations/miller-meadow/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Salt-Creek-Trail-Map-9-16.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Salt-Creek-Trail-Map-SPANISH-9-16.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Miller-Meadow-110421.pdf,,http://fpdcc.com/recreation/off-leash-dog-areas/,Year-round,,,,,,,"Miller Meadow-South has two accessible picnic shelters (May 1 to October 31) with accessible parking, an accessible curb cut and path from parking to picnic shelter, and accessible path from picnic shelter to an accessible portable bathroom."
197,303,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/morrill-meadow/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Palos-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Palos-Trail-Map-SPANISH-10-15.pdf,,,,,,Year-round,,,,,,,
